richard_monckton_milnes_1st_baron_houghton	nationality	united_kingdom
angelo_agostini	profession	cartoonist
franca_marzi	nationality	italy
jose_rodrigues	place_of_death	lisbon
william_cowper_brann	cause_of_death	firearm
gilbert_parker	profession	politician
john_whiting	nationality	england
frank_osmond_carr	nationality	england
jagdish_chandra_jain	cause_of_death	myocardial_infarction
leopold_ii_holy_roman_emperor	children	archduke_joseph_of_austria_palatine_of_hungary
matthew_deady	gender	male
cipriano_de_rore	place_of_death	parma
branko_mikulic	profession	politician
herschel_bernardi	profession	actor
peter_i_of_yugoslavia	gender	male
oneil_ford	nationality	united_states
hermann_jakob_knapp	institution	utrecht_university
frank_chapman	gender	male
david_humphreys_1752	gender	male
john_bell_1765	place_of_birth	londonderry_new_hampshire
basil_spence	gender	male
zutsu_manemon	nationality	japan
thomas_w_sherman	place_of_birth	newport_rhode_island
hashimoto_hakaru	cause_of_death	typhoid_fever
pierre_bayle	nationality	france
voltaire	location	paris
jacob_stout	place_of_death	kent_county
alexander_i_of_scotland	place_of_death	stirling
manuel_a_alonso	profession	writer
erik_bryggman	location	turku
peter_paul_rubens	location	antwerp
irina_godunova	spouse	feodor_i_of_russia
simeon_gannett_reed	gender	male
john_k_shields	gender	male
edward_overton_jr	place_of_birth	towanda
richard_nelson_gale	gender	male
john_a_j_creswell	location	elkton
amun-her-khepeshef	parents	nefertari
louis_michel_thibault	nationality	france
stephen_h_weed	nationality	united_states
gomez_davila	profession	writer
pope_hilarius	religion	catholicism
rene_edward_de_russy	profession	engineer
edmond_noel	religion	baptist
warren_oates	cause_of_death	myocardial_infarction
frederick_william_burbidge	gender	male
benjamin_fondane	institution	university_of_iasi
henry_coward	institution	university_of_oxford
frank_coghlan_jr	nationality	united_states
james_s_jackson	place_of_death	boyle_county
conor_cruise_obrien	place_of_death	howth
ronald_george_wreyford_norrish	nationality	united_kingdom
paul_georg_von_mollendorff	nationality	germany
marilyn_buferd	cause_of_death	pancreatic_cancer
jeremiah_jenks	nationality	united_states
jose_maria_eca_de_queiroz	place_of_birth	povoa_de_varzim
ferdinand_ii_of_castile	spouse	oneca_daughter_of_sancho_i_of_pamplona
john_of_gaunt_1st_duke_of_lancaster	children	philippa_of_lancaster
hugo_sinzheimer	place_of_birth	worms
jerome_robbins	place_of_birth	new_york
thomas_gold	institution	trinity_college_cambridge
lewis_bagot	institution	westminster_school
frederick_augustus_smith	nationality	united_kingdom
johnny_arthur	place_of_death	woodland_hills
irving_kaplansky	profession	mathematician
juan_david_garcia_bacca	profession	philosopher
bertha_krupp	location	essen
jack_onslow	location	pennsylvania
romy_schneider	religion	catholicism
yoshida_kenichi	gender	male
jane_wyatt	institution	barnard_college
prince_eugen_duke_of_narke	place_of_birth	drottningholm_palace
eddie_bracken	profession	actor
yokoi_shounan	cause_of_death	assassination
desire_girouard	gender	male
rory_storm	location	liverpool
francis_atterbury	institution	westminster_school
dori_seda	gender	female
frank_swettenham	gender	male
julius_leopold_pagel	profession	physician
robert_mallory	gender	male
yone_noguchi	nationality	japan
johann_michael_moscherosch	gender	male
francis_t_maloney	place_of_birth	meriden
howell_edmunds_jackson	cause_of_death	tuberculosis
lorenzo_storioni	place_of_death	cremona
andres_bonifacio	cause_of_death	firearm
james_c_corman	profession	politician
hugh_cairns_1st_earl_cairns	place_of_death	bournemouth
isaac_asimov	profession	science_writer
count_richard_von_bienerth_schmerling	nationality	austria
john_l_balderston	profession	journalist
albert_sleeper	religion	episcopal_church_in_the_united_states_of_america
warren_t_mccray	gender	male
luis_marquina	profession	screenwriter
fernando_caldeiro	location	buenos_aires
aziz_suryal_atiya	institution	cairo_university
eppie_friedman	gender	female
richard_pistol_allen	profession	drummer
maurice_perrault	nationality	canada
johann_georg_bergmuller	nationality	germany
oskar_dinort	place_of_death	cologne
jack_daniel	location	tennessee
samuel_b_fuller	profession	businessperson
sebastian_leitner	nationality	germany
maksymilian_berezowski	place_of_death	warsaw
mark_of_ephesus	gender	male
gottfried_osann	place_of_death	wurzburg
maria_luisa_of_savoy	spouse	philip_v_of_spain
etienne_pierre_ventenat	place_of_birth	limoges
nicholas_heath	nationality	england
princess_viktoria_luise_of_prussia	place_of_birth	potsdam
a_p_de_candolle	gender	male
mark_oliphant	nationality	australia
roger_sherman_baldwin	place_of_birth	new_haven
frank_gotch	nationality	united_states
david_sarnoff	place_of_death	new_york
maria_teresa_de_noronha	gender	female
isabelle_caubere	place_of_death	paris
ben_westlund	religion	episcopal_church_in_the_united_states_of_america
vijay_r_singh	gender	male
edward_felix_baxter	gender	male
andrey_bolotov	nationality	russia
elsa_triolet	nationality	france
francois_de_bourbon_prince_de_conti	place_of_birth	la_ferte_sous_jouarre
james_c_corman	gender	male
lorrin_andrews	gender	male
philipp_krementz	gender	male
septimius_severus	profession	roman_emperor
paddy_hannan	location	western_australia
thomas_jaggar	profession	geologist
charles_i_of_england	children	princess_elizabeth_of_england
jacob_riis	profession	journalist
johnny_thunders	place_of_death	new_orleans
richard_willstatter	location	germany
vuk_stefanovic_karadzic	place_of_death	vienna
edward_troye	gender	male
bert_h_miller	profession	attorney_at_law
emile-justin_menier	profession	politician
manuel_puig	place_of_death	cuernavaca
anthony_eden	gender	male
bertholet_flemalle	place_of_death	liege
edmond_hogan	religion	catholic
sylvia_schur	location	chicago
gregor_strasser	nationality	germany
henry_thrale	institution	university_college_oxford
gustaf_lindblom	nationality	sweden
janio_quadros	place_of_death	sao_paulo
claudia_muzio	place_of_death	rome
otho_r_singleton	nationality	united_states
glenni_william_scofield	profession	lawyer
arthur_amos_noyes	institution	massachusetts_institute_of_technology
elizabeth_bibesco	nationality	united_kingdom
eric_von_schmidt	place_of_death	fairfield
alexander_mcdonald	location	williamsport
princess_maria_teresa_of_bourbon_two_sicilies	place_of_death	cannes
teddy_kollek	gender	male
ted_theodore	place_of_birth	adelaide
stefan_mazurkiewicz	place_of_death	grodzisk_mazowiecki
frederick_j_osterling	location	pittsburgh
peter_tosh	cause_of_death	firearm
julio_herrera_y_reissig	gender	male
henry_hobson_richardson	profession	architect
joe_hill	location	portland
alfredo_de_sa_cardoso	profession	officer
venceslaus_ii_of_bohemia	gender	male
john_f_dryden	gender	male
carl_stamitz	place_of_birth	mannheim
roy_boehm	nationality	united_states
john_dollond	nationality	united_kingdom
walter_spence	nationality	canada
ticky_holgado	profession	actor
dorothea_lange	gender	female
samuel_cahen	nationality	france
harriet_taylor_upton	nationality	united_states
pierre_dupont_de_letang	gender	male
carlos_maria_de_alvear	children	torcuato_de_alvear
alma_bridwell_white	location	kentucky
georges_darmagnac	profession	diplomat
wager_swayne	place_of_birth	columbus_ohio
thomas_gregson	place_of_birth	durham
madelyn_clare	nationality	united_states
kenneth_grahame	gender	male
william_le_baron_jenney	nationality	united_states
thelma_furness_viscountess_furness	nationality	united_kingdom
john_elector_of_saxony	location	saxony
tetsuo_ochikubo	nationality	united_states
enguerrand_iii_lord_of_coucy	location	picardie
rich_mullins	profession	singer
stanford_e_parris	profession	lawyer
curly_lambeau	gender	male
caspar_isenkrahe	profession	physicist
camille_saint-saens	place_of_death	algiers
elena_mukhina	gender	female
mariana_victoria_of_spain	spouse	joseph_i_of_portugal
elizabeth_f_ellet	nationality	united_states
bob_purkey	nationality	united_states
anna_of_bohemia	parents	constance_of_hungary
polly_ann_young	cause_of_death	cancer
gove_saulsbury	place_of_death	dover_delaware
rene_de_longueil	profession	politician
sarah_parker_remond	ethnicity	african_american
kawamura_kageaki	place_of_birth	kagoshima
ludwig_august_ritter_von_benedek	place_of_birth	sopron
william_buckley	gender	male
ol_dirty_bastard	place_of_birth	brooklyn
hashim_al-atassi	gender	male
nazli_sabri	children	farouk_of_egypt
pope_felix_i	religion	catholicism
gerard_victory	profession	composer
juba_ii	spouse	cleopatra_selene
ramon_borrell_count_of_barcelona	nationality	spain
mrs_elmer_j_mcatee	cause_of_death	airplane_crash
constantin_fahlberg	place_of_death	nassau_germany
matty_hull	place_of_death	basra
raffaele_stern	location	rome
katherine_dunham	gender	female
margot_asquith	nationality	united_kingdom
c_w_alcock	nationality	england
katherine_carl	nationality	united_states
jeanne_dalcy	gender	female
ji_i_t_anovsky	place_of_birth	cieszyn
art_blakey	ethnicity	african_american
freake	location	london
louis_ix_of_france	children	philip_iii_of_france
samuel_freeman_miller	place_of_birth	richmond_kentucky
vasko_popa	profession	poet
john_romilly_1st_baron_romilly	place_of_birth	london
johann_albrecht_bengel	place_of_death	stuttgart
marinus_willett	gender	male
kannadasan	nationality	india
lindley_m_garrison	profession	lawyer
gustavus_adolphus_of_sweden	children	christina_of_sweden
john_butler_yeats	gender	male
richard_saltonstall_greenough	profession	artist
mehdi_akhavan-sales	location	mashhad
ebe_w_tunnell	gender	male
herbert_kitchener_1st_earl_kitchener	profession	engineer
heinrich_schweiger	nationality	austria
giuseppe_sergi	nationality	italy
philippe_etancelin	profession	racecar_driver
carlo_goldoni	nationality	republic_of_venice
sidney_myer	gender	male
norman_z_mcleod	profession	film_director
richard_dimbleby	place_of_death	st_thomas_hospital
julius_hawley_seelye	place_of_birth	bethel_connecticut
albert_fink	profession	engineer
l_s_lowry	gender	male
johannes_joachim_degenhardt	nationality	germany
techichpotzin	parents	moctezuma_ii
stewart_farrar	religion	paganism
george_fisher_baker	nationality	united_states
vosough_od-dowleh	religion	shia_islam
margaret_fell	location	dalton-in-furness
masayoshi_ohira	place_of_death	tokyo
andre_raponda_walker	gender	male
christine_pascal	profession	screenwriter
rudolf_otto	profession	philosopher
lucy_parsons	nationality	united_states
limberakis_gerakaris	place_of_death	brescia
william_cannon	place_of_birth	bridgeville
powell_clayton	gender	male
albert_van_coile	place_of_birth	bruges
mitchell_kennerley	profession	writer
heinrich_smidt	place_of_death	berlin
vergilius_of_salzburg	place_of_death	salzburg
francois_chauveau	place_of_birth	paris
calbraith_perry_rodgers	nationality	united_states
johann_nepomuk_geiger	gender	male
samora_machel	religion	atheism
matthew_crooks_cameron	nationality	canada
amadeo_bordiga	profession	journalist
claud_schuster_1st_baron_schuster	place_of_death	charing_cross_hospital
william_j_florence	profession	songwriter
william_appleton	profession	banker
george_dewitt	profession	singer
maurice_prendergast	place_of_death	new_york
alfred_b_mullett	place_of_death	washington_united_states
eudoxia_streshneva	place_of_death	moscow
jean_gabin	nationality	france
robert_hofstadter	gender	male
rene_descartes	place_of_death	stockholm
manuel_ruiz_zorrilla	gender	male
james_hazen_hyde	gender	male
simon_fraser_1729	gender	male
anne_marie_martinozzi	children	louis_armand_i_prince_of_conti
daryl_duke	gender	male
sydney_jacobson_baron_jacobson	nationality	south_africa
minnie_devereaux	profession	actor
father_buu_dong	cause_of_death	murder
georg_donner	place_of_death	vienna
jozsef_szlavy	place_of_birth	gyor
alfred_lion	nationality	germany
magdalena_dobromila_rettigova	place_of_death	litomysl
juan_de_pareja	gender	male
vsevolod_meyerhold	gender	male
amalia_rodrigues	gender	female
eduard_von_bauernfeld	nationality	austria
francisco_de_almeida	nationality	portugal
jerome_robbins	gender	male
frederick_william_von_erdmannsdorff	profession	architect
erica_blasberg	profession	golfer
gustave_trouve	place_of_death	paris
william_henry_bragg	religion	christian
maria_alexandrovna_of_hesse	children	grand_duke_nicholas_alexandrovich_of_russia
alexandrina_maria_da_costa	nationality	portugal
peter_arundell	nationality	united_kingdom
abraham_sinkov	place_of_birth	philadelphia
hendrik_van_rijgersma	gender	male
kenneth_mason	gender	male
geremi_gonzalez	location	maracaibo
orville_e_babcock	location	vermont
robert_mackay	gender	male
toyo_miyatake	nationality	united_states
eddie_latheron	gender	male
david_alexander_gordon	nationality	canada
karel_thole	location	north_holland
barnas_sears	place_of_death	saratoga_new_york
alvin_olin_king	location	lake_charles
nagai_naoyuki	place_of_birth	mikawa_province
henri_nestle	place_of_birth	frankfurt
noah_porter	gender	male
william_wyler	nationality	france
bud_abbott	location	asbury_park
p_a_o_siochain	gender	male
joseph_d_nelson	gender	male
schinderhannes	gender	male
max_tishler	institution	harvard_university
archibald_hill	institution	trinity_college_cambridge
eden_natan-zada	nationality	israel
abe_landau	cause_of_death	firearm
dominik_mikolaj_radziwill	gender	male
charles_townshend	spouse	caroline_townshend_1st_baroness_greenwich
william_lee	gender	male
carl_schlechter	place_of_death	budapest
robert_novak	location	joliet
miguel_angel_de_quevedo	profession	architect
rudy_ray_moore	gender	male
isidor_straus	nationality	germany
jared_w_williams	profession	lawyer
charles_trick_currelly	place_of_birth	exeter_ontario
sir_william_johnson_1st_baronet	gender	male
sam_pollard	gender	male
johann_christoph_glaubitz	gender	male
caspar_de_crayer	place_of_death	ghent
artur_bodanzky	place_of_birth	vienna
james_albert_manning_aikins	place_of_death	winnipeg
georg_rudolf_weckherlin	place_of_birth	stuttgart
jim_cantalupo	place_of_death	orlando
frederick_mccoy	place_of_death	melbourne_australia
marcus_elieser_bloch	nationality	germany
henry_wilson_temple	location	pennsylvania
hans_hermann_groer	nationality	austria
james_irwin	profession	astronaut
edward_warner	place_of_death	ypres
richard_vernon	place_of_birth	reading
edward_howard_1877	location	portland
ernst_busch	place_of_birth	essen
friedrich_zelnik	spouse	lya_mara
nancy_kulp	place_of_birth	harrisburg
pope_paul_v	gender	male
simon_channing_williams	place_of_birth	maidenhead
agnes_ayres	place_of_birth	carbondale
thomas_de_buittle	institution	university_of_oxford
mohar_singh_rathore	profession	social_activist
ludvig_mathias_lindeman	place_of_death	oslo
jerome	profession	writer
sigeberht_of_east_anglia	gender	male
franz_antel	place_of_death	vienna
helmuth_hubener	profession	writer
henry_morgan_1819	location	montreal
arnold_escher_von_der_linth	profession	geologist
alexander_berkman	profession	journalist
charles_h_roan	place_of_birth	texas
ayya_khema	ethnicity	germans
gottfried_osann	profession	chemist
paulette_goddard	location	queens
robert_barr	location	glasgow
count_erich_kielmansegg	nationality	austria
rufus_choate	nationality	united_states
giacomo_puccini	place_of_death	brussels
charles_lane_1905	place_of_death	santa_monica_california
hugh_a_drum	gender	male
joy_shelton	place_of_birth	london
marie_lacoste_gerin_lajoie	gender	female
john_brophy	nationality	united_states
martin_van_buren	gender	male
frank_joseph_mcnulty	gender	male
theodor_herzl	ethnicity	hungarian_people
frank_ertel_carlyle	location	north_carolina
stepan_shahumyan	gender	male
gottfried_leibniz	nationality	germany
mo_teh_hui	profession	politician
jack_mercer	place_of_birth	new_york
charles_i_duke_of_brunswick_luneburg	place_of_death	braunschweig
colin_thiele	place_of_death	brisbane
james_anthony_murphy	nationality	united_states
michal_kazimierz_radziwill	place_of_death	bologna
francis_edward_james_keith	institution	university_of_paris
rudi_carrell	location	alkmaar
henry_kimball_hadley	place_of_birth	somerville
nikita_lazarev	gender	male
sophie_of_pomerania	nationality	germany
ahmad_suradji	cause_of_death	capital_punishment
william_rutherford_mead	gender	male
charles_ernest_beule	cause_of_death	suicide
william_of_wykeham	profession	architect
mary_c_seward	religion	congregational_church
b_a_santamaria	gender	male
james_bryant_conant	gender	male
derek_nimmo	location	liverpool
constantia_of_sicily	place_of_birth	sicily
richard_francis_burton	place_of_birth	torquay
jacopo_peri	location	rome
alfred_edward_durrant	gender	male
rambertino_buvalelli	nationality	italy
manuel_vicente_maza	location	buenos_aires
louis_wolheim	nationality	united_states
karl_radek	nationality	austria
bear_bryant	gender	male
michel_corrette	nationality	france
joan_lowery_nixon	place_of_death	houston
alexis_loret	profession	actor
francisco_gonzalo_marin	place_of_death	cuba
atle_selberg	gender	male
jack_walker	gender	male
eugen_fischer	place_of_death	freiburg
helen_hunt_jackson	place_of_birth	amherst
carroll_bond	nationality	united_states
gheorghe_mironescu	place_of_birth	vaslui
manuel_rojas_buenos_aires	profession	writer
ibrahim_kaypakkaya	gender	male
john_f_kennedy	institution	riverdale_country_school
karen_sparck_jones	gender	female
william_freeman_vilas	gender	male
robert_armstrong_1890	place_of_birth	saginaw
earl_l_brewer	place_of_death	jackson
charles_r_bardeen	location	kalamazoo_michigan
tomas_cardinal_o_fiaich	religion	roman_catholic_church
danny_kaye	cause_of_death	myocardial_infarction
jackie_wilson	place_of_death	mount_holly
john_cook_1825	location	illinois
werner_heisenberg	nationality	germany
james_albert_manning_aikins	institution	university_of_toronto
ben_holladay	gender	male
eric_wallace	religion	roman_catholic_church
doc_white	profession	baseball_player
arturo_frondizi	gender	male
milton_friedman	profession	writer
ennio_de_concini	place_of_death	rome
thomas_joannes_stieltjes	place_of_death	toulouse
hobart_baumann_amstutz	institution	garrett-evangelical_theological_seminary
joseph_w_mcclurg	place_of_birth	st_louis_missouri
isaac_newton_van_nuys	place_of_death	los_angeles
ernest_joyce	nationality	england
walter_besant	institution	kings_college_london
etienne_francois_letourneur	place_of_death	laken
gottfried_leibniz	profession	scientist
tadamichi_kuribayashi	location	nagano_prefecture
seba_smith	nationality	united_states
frank_macfarlane_burnet	place_of_death	port_fairy
francois_michel_le_tellier_marquis_de_louvois	place_of_birth	paris
leo_geyr_von_schweppenburg	place_of_birth	potsdam
charles_louis_frederick_duke_of_mecklenburg_mirow	place_of_birth	neustrelitz
alexandra_pavlovna_of_russia	place_of_death	vienna
thomas_h_paynter	nationality	united_states
luigi_nono	place_of_death	venice
max_linder	gender	male
william_king_sebastian	place_of_death	memphis_tennessee
edmonia_lewis	ethnicity	indigenous_peoples_of_the_americas
otto_scherzer	place_of_birth	passau
freda_wright-sorce	location	maryland
rosso_fiorentino	location	florence
john_cardinal_oconnor	nationality	united_states
hedvig_charlotta_nordenflycht	gender	female
antoni_gaudi	place_of_death	barcelona
adolph_frank	profession	chemist
solomon_kullback	gender	male
paisius_of_hilendar	ethnicity	bulgarians
prince_maximilian_margrave_of_baden	parents	prince_berthold_margrave_of_baden
milo_obrenovic_i_prince_of_serbia	place_of_death	belgrade
lafayette_c_baker	nationality	united_states
augusta_holmes	place_of_death	paris
stephen_william_clark	gender	male
alfonso_de_castro	place_of_birth	zamora_spain
andrea_cesalpino	place_of_death	rome
willis_benson_machen	place_of_death	hopkinsville
e_l_m_burns	place_of_birth	ottawa
charles_m_dale	profession	mayor
elizabeth_van_lew	nationality	united_states
edgar_cowan	place_of_birth	westmoreland_county
anders_johan_von_hopken	place_of_death	stockholm
friedrich_grillo	nationality	germany
donald_pederson	location	united_states
emory_s_land	location	colorado
lee_shubert	gender	male
henri_de_gondi	gender	male
conrad_hilton	profession	hotel_manager
rachel_1821	place_of_death	le_cannet
wilhelm_biltz	place_of_death	heidelberg
yitzhak_rabin	profession	prime_minister_of_israel
max_friz	profession	aerospace_engineer
trofim_lysenko	place_of_birth	ukraine
charles_fane_2nd_viscount_fane	gender	male
rasmus_bartholin	place_of_birth	roskilde
cardinal_rodolfo_pio_da_carpi	place_of_birth	carpi
dixie_carter	institution	university_of_memphis
edward_c_walthall	place_of_birth	richmond_virginia
charles_dewey_day	place_of_death	england
wimalaratne_kumaragama	place_of_death	sri_lanka
ed_pulaski	nationality	united_states
james_jackson_1757	location	savannah
kamisese_mara	profession	politician
mathilde_franziska_anneke	place_of_birth	hattingen
walter_nathan_tobriner	location	washington_united_states
andre_franquin	profession	cartoonist
robert_p_robinson	religion	presbyterian_church_in_the_united_states_of_america
gerda_boyesen	place_of_death	london
wayne_macveagh	profession	diplomat
ian_carmichael	location	hull
raymond_unwin	gender	male
mike_mansfield	location	new_york
johann_casimir_duke_of_saxe_coburg	parents	johann_frederick_ii_duke_of_saxony
william_longchamp	religion	catholicism
maria_augusta_of_thurn_and_taxis	religion	roman_catholic_church
charles_mingus	gender	male
jim_gary	cause_of_death	cerebral_hemorrhage
carlo_di_palma	gender	male
george_gamow	profession	chemist
tommaso_buscetta	gender	male
cathy_berberian	place_of_death	rome
nikolai_anikin	cause_of_death	skiing
jean_alexandre_vaillant	gender	male
helga_haase	gender	female
armand_jean_du_plessis_cardinal_richelieu	profession	clergy
khalil_saeed_hawayek	gender	male
levi_lincoln_jr	location	worcester_massachusetts
franz_cardinal_ehrle	place_of_death	rome
moses_thatcher	religion	church_of_jesus_christ_of_latter-day_saints
william_extra_billy_smith	place_of_death	richmond_virginia
augusta_of_saxe-weimar	children	princess_louise_of_prussia
edward_lowe	gender	male
harold_godwinson	ethnicity	anglo-saxons
thomas_stewart_1940	gender	male
fritz_leiber_sr	place_of_birth	chicago
charles_blavette	gender	male
carl_williams	profession	laborer
roy_redgrave	gender	male
charles_porterfield_krauth	location	martinsburg
harriet_ann_jacobs	gender	female
eugene_charles_catalan	institution	university_of_paris
a_e_housman	profession	author
ian_copeland	gender	male
james_c_dobbin	place_of_death	fayetteville
paul_henri_benjamin_destournelles_de_constant	place_of_death	paris
moses_sheppard	profession	businessperson
william_of_blois	parents	matilda_of_boulogne
wilfred_grenfell	location	newfoundland_and_labrador
christopher_columbus	nationality	italy
emperor_huizong	nationality	china
edmund_knoll-kownacki	gender	male
alfonso_of_castile_prince_of_asturias	gender	male
pope_agapetus_ii	gender	male
hamar_alfred_bass	nationality	united_kingdom
thornton_wilder	nationality	united_states
franz_fuhmann	nationality	german_democratic_republic
kurt_fricke	place_of_birth	berlin
clodia	gender	female
justus_christian_loder	location	germany
dana_andrews	nationality	united_states
james_boswell	place_of_death	london
thomas_gold	location	vienna
walter_omalley	cause_of_death	cardiovascular_disease
milton_ernest_ricketts	institution	united_states_naval_academy
tamaz_nadareishvili	gender	male
hector_munro_macdonald	profession	mathematician
amenemhat_ii	children	senusret_ii
joey_bishop	location	newport_beach
robert_garrett	place_of_birth	baltimore_county
james_william_mcghee	nationality	united_states
nikolai_bukharin	place_of_death	moscow
humberto_fernandez_moran	institution	ludwig_maximilians_university_of_munich
william_w_crapo	place_of_death	new_bedford
daniel_waldo_1800	place_of_birth	harrison_county_west_virginia
henry_iv_of_england	children	henry_v_of_england
john_f_kennedy_jr	place_of_death	atlantic_ocean
reinard_maack	place_of_death	curitiba
max_jacob	nationality	france
grand_duke_cyril_vladimirovich_of_russia	gender	male
ephraim_carlebach	place_of_birth	lubeck
basil_lanneau_gildersleeve	nationality	united_states
pyotr_sergeyevich_novikov	institution	moscow_state_university
andreas_gottlob_rudelbach	place_of_death	slagelse
hermann_hoth	place_of_birth	neuruppin
robert_kidston	nationality	scotland
hubertus_von_bonin	place_of_birth	potsdam
frank_chance	profession	baseball_player
canaan_banana	cause_of_death	cancer
john_mayow	profession	chemist
agustin_munoz_grandes	gender	male
john_burnside_1916	profession	inventor
francis_biddle	place_of_birth	paris
angelique_du_coudray	gender	female
aatsista-mahkan	nationality	united_states
bjorn_helland_hansen	place_of_death	bergen
grace_kelly	institution	american_academy_of_dramatic_arts
margaret_truman	place_of_death	chicago
jeremias_benjamin_richter	place_of_death	berlin
james_naismith	ethnicity	scottish_canadian
robert_r_coats	profession	geologist
john_p_mccown	gender	male
ardeshir_irani	gender	male
james_joyce	religion	catholicism
john_dopyera	nationality	united_states
martin_luther_king_jr	profession	peace_activist
walter_reuther	nationality	united_states
christopher_robin_milne	location	dartmouth_united_kingdom
henry_kolker	location	quincy_illinois
george_herman_babcock	profession	engineer
xia_gui	profession	artist
